run_accession	study_accession	sample_accession	experiment_accession	tax_id	scientific_name	instrument_model	library_name	library_strategy	library_source	first_public	experiment_title	fastq_ftp	submitted_ftp	sample_alias	sample_title	bam_ftp
SRR8615195	PRJNA523380	SAMN10987683	SRX5414045	9606	Homo sapiens	Illumina MiSeq	TERTp-NCIH2291_LUNG	AMPLICON	GENOMIC	2019-03-28	Illumina MiSeq sequencing: TERTp of NCIH2291_LUNG	ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/005/SRR8615195/SRR8615195_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/005/SRR8615195/SRR8615195_2.fastq.gz		NCIH2291_LUNG	NCIH2291_LUNG	
SRR8615197	PRJNA523380	SAMN10987629	SRX5414043	9606	Homo sapiens	Illumina MiSeq	TERTp-NCIH2347_LUNG	AMPLICON	GENOMIC	2019-03-28	Illumina MiSeq sequencing: TERTp of NCIH2347_LUNG	ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/007/SRR8615197/SRR8615197_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/007/SRR8615197/SRR8615197_2.fastq.gz		NCIH2347_LUNG	NCIH2347_LUNG	
SRR8615198	PRJNA523380	SAMN10988149	SRX5414042	9606	Homo sapiens	Illumina MiSeq	TERTp-NCIH23_LUNG	AMPLICON	GENOMIC	2019-03-28	Illumina MiSeq sequencing: TERTp of NCIH23_LUNG	ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/008/SRR8615198/SRR8615198_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/008/SRR8615198/SRR8615198_2.fastq.gz		NCIH23_LUNG	NCIH23_LUNG	
SRR8615202	PRJNA523380	SAMN10988453	SRX5414038	9606	Homo sapiens	Illumina MiSeq	TERTp-DM3_FIBROBLAST	AMPLICON	GENOMIC	2019-03-28	Illumina MiSeq sequencing: TERTp of DM3_FIBROBLAST	ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/002/SRR8615202/SRR8615202_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/002/SRR8615202/SRR8615202_2.fastq.gz		DM3_FIBROBLAST	DM3_FIBROBLAST	
SRR8615204	PRJNA523380	SAMN10988007	SRX5414036	9606	Homo sapiens	Illumina MiSeq	TERTp-CORL95_LUNG	AMPLICON	GENOMIC	2019-03-28	Illumina MiSeq sequencing: TERTp of CORL95_LUNG	ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/004/SRR8615204/SRR8615204_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/004/SRR8615204/SRR8615204_2.fastq.gz		CORL95_LUNG	CORL95_LUNG	
SRR8615206	PRJNA523380	SAMN10989588	SRX5414034	9606	Homo sapiens	Illumina MiSeq	TERTp-EKVX_LUNG	AMPLICON	GENOMIC	2019-03-28	Illumina MiSeq sequencing: TERTp of EKVX_LUNG	ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/006/SRR8615206/SRR8615206_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/006/SRR8615206/SRR8615206_2.fastq.gz		EKVX_LUNG	EKVX_LUNG	
SRR8615208	PRJNA523380	SAMN10987724	SRX5414032	9606	Homo sapiens	Illumina MiSeq	TERTp-ECC10_STOMACH	AMPLICON	GENOMIC	2019-03-28	Illumina MiSeq sequencing: TERTp of ECC10_STOMACH	ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/008/SRR8615208/SRR8615208_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/008/SRR8615208/SRR8615208_2.fastq.gz		ECC10_STOMACH	ECC10_STOMACH	
SRR8615209	PRJNA523380	SAMN10987954	SRX5414031	9606	Homo sapiens	Illumina MiSeq	TERTp-EPLC272H_LUNG	AMPLICON	GENOMIC	2019-03-28	Illumina MiSeq sequencing: TERTp of EPLC272H_LUNG	ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/009/SRR8615209/SRR8615209_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/009/SRR8615209/SRR8615209_2.fastq.gz		EPLC272H_LUNG	EPLC272H_LUNG	
SRR8615210	PRJNA523380	SAMN10987754	SRX5414030	9606	Homo sapiens	Illumina MiSeq	TERTp-GSS_STOMACH	AMPLICON	GENOMIC	2019-03-28	Illumina MiSeq sequencing: TERTp of GSS_STOMACH	ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/000/SRR8615210/SRR8615210_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/000/SRR8615210/SRR8615210_2.fastq.gz		GSS_STOMACH	GSS_STOMACH	
SRR8615215	PRJNA523380	SAMN10987681	SRX5414025	9606	Homo sapiens	Illumina MiSeq	TERTp-HS706T_BONE	AMPLICON	GENOMIC	2019-03-28	Illumina MiSeq sequencing: TERTp of HS706T_BONE	ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/005/SRR8615215/SRR8615215_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/005/SRR8615215/SRR8615215_2.fastq.gz		HS706T_BONE	HS706T_BONE	
SRR8615220	PRJNA523380	SAMN10987856	SRX5414020	9606	Homo sapiens	Illumina MiSeq	TERTp-HSC4_UPPER_AERODIGESTIVE_TRACT	AMPLICON	GENOMIC	2019-03-28	Illumina MiSeq sequencing: TERTp of HSC4_UPPER_AERODIGESTIVE_TRACT	ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/000/SRR8615220/SRR8615220_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/000/SRR8615220/SRR8615220_2.fastq.gz		HSC4_UPPER_AERODIGESTIVE_TRACT	HSC4_UPPER_AERODIGESTIVE_TRACT	
SRR8615222	PRJNA523380	SAMN10988301	SRX5414531	9606	Homo sapiens	Illumina HiSeq 2500	RNASeq-TE15_OESOPHAGUS	RNA-Seq	TRANSCRIPTOMIC	2019-03-28	Illumina HiSeq 2500 sequencing: RNAseq of TE15_OESOPHAGUS	ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/002/SRR8615222/SRR8615222_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/002/SRR8615222/SRR8615222_2.fastq.gz		TE15_OESOPHAGUS	TE15_OESOPHAGUS	
SRR8615223	PRJNA523380	SAMN10989616	SRX5414530	9606	Homo sapiens	Illumina HiSeq 2500	RNASeq-OCIMY5_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	RNA-Seq	TRANSCRIPTOMIC	2019-03-28	Illumina HiSeq 2500 sequencing: RNAseq of OCIMY5_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/003/SRR8615223/SRR8615223_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/003/SRR8615223/SRR8615223_2.fastq.gz		OCIMY5_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	OCIMY5_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	
SRR8615224	PRJNA523380	SAMN10989617	SRX5414529	9606	Homo sapiens	Illumina HiSeq 2500	RNASeq-OCIMY7_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	RNA-Seq	TRANSCRIPTOMIC	2019-03-28	Illumina HiSeq 2500 sequencing: RNAseq of OCIMY7_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/004/SRR8615224/SRR8615224_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/004/SRR8615224/SRR8615224_2.fastq.gz		OCIMY7_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	OCIMY7_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	
SRR8615232	PRJNA523380	SAMN10988249	SRX5414521	9606	Homo sapiens	Illumina HiSeq 2500	RNASeq-MELJUSO_SKIN	RNA-Seq	TRANSCRIPTOMIC	2019-03-28	Illumina HiSeq 2500 sequencing: RNAseq of MELJUSO_SKIN	ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/002/SRR8615232/SRR8615232_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/002/SRR8615232/SRR8615232_2.fastq.gz		MELJUSO_SKIN	MELJUSO_SKIN	
SRR8615233	PRJNA523380	SAMN10988268	SRX5414520	9606	Homo sapiens	Illumina HiSeq 2500	RNASeq-MELHO_SKIN	RNA-Seq	TRANSCRIPTOMIC	2019-03-28	Illumina HiSeq 2500 sequencing: RNAseq of MELHO_SKIN	ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/003/SRR8615233/SRR8615233_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/003/SRR8615233/SRR8615233_2.fastq.gz		MELHO_SKIN	MELHO_SKIN	
SRR8615235	PRJNA523380	SAMN10987796	SRX5414518	9606	Homo sapiens	Illumina HiSeq 2500	RNASeq-MFE319_ENDOMETRIUM	RNA-Seq	TRANSCRIPTOMIC	2019-03-28	Illumina HiSeq 2500 sequencing: RNAseq of MFE319_ENDOMETRIUM	ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/005/SRR8615235/SRR8615235_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/005/SRR8615235/SRR8615235_2.fastq.gz		MFE319_ENDOMETRIUM	MFE319_ENDOMETRIUM	
SRR8615236	PRJNA523380	SAMN10987797	SRX5414517	9606	Homo sapiens	Illumina HiSeq 2500	RNASeq-MFE296_ENDOMETRIUM	RNA-Seq	TRANSCRIPTOMIC	2019-03-28	Illumina HiSeq 2500 sequencing: RNAseq of MFE296_ENDOMETRIUM	ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/006/SRR8615236/SRR8615236_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/006/SRR8615236/SRR8615236_2.fastq.gz		MFE296_ENDOMETRIUM	MFE296_ENDOMETRIUM	
SRR8615237	PRJNA523380	SAMN10987795	SRX5414516	9606	Homo sapiens	Illumina HiSeq 2500	RNASeq-MFE280_ENDOMETRIUM	RNA-Seq	TRANSCRIPTOMIC	2019-03-28	Illumina HiSeq 2500 sequencing: RNAseq of MFE280_ENDOMETRIUM	ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/007/SRR8615237/SRR8615237_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/007/SRR8615237/SRR8615237_2.fastq.gz		MFE280_ENDOMETRIUM	MFE280_ENDOMETRIUM	
SRR8615245	PRJNA523380	SAMN10987907	SRX5414508	9606	Homo sapiens	Illumina HiSeq 2500	RNASeq-SW1271_LUNG	RNA-Seq	TRANSCRIPTOMIC	2019-03-28	Illumina HiSeq 2500 sequencing: RNAseq of SW1271_LUNG	ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/005/SRR8615245/SRR8615245_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/005/SRR8615245/SRR8615245_2.fastq.gz		SW1271_LUNG	SW1271_LUNG	
SRR8615248	PRJNA523380	SAMN10988114	SRX5414505	9606	Homo sapiens	Illumina HiSeq 2500	RNASeq-CCFSTTG1_CENTRAL_NERVOUS_SYSTEM	RNA-Seq	TRANSCRIPTOMIC	2019-03-28	Illumina HiSeq 2500 sequencing: RNAseq of CCFSTTG1_CENTRAL_NERVOUS_SYSTEM	ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/008/SRR8615248/SRR8615248_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/008/SRR8615248/SRR8615248_2.fastq.gz		CCFSTTG1_CENTRAL_NERVOUS_SYSTEM	CCFSTTG1_CENTRAL_NERVOUS_SYSTEM	
SRR8615250	PRJNA523380	SAMN10987887	SRX5414503	9606	Homo sapiens	Illumina HiSeq 2500	RNASeq-CFPAC1_PANCREAS	RNA-Seq	TRANSCRIPTOMIC	2019-03-28	Illumina HiSeq 2500 sequencing: RNAseq of CFPAC1_PANCREAS	ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/000/SRR8615250/SRR8615250_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/000/SRR8615250/SRR8615250_2.fastq.gz		CFPAC1_PANCREAS	CFPAC1_PANCREAS	
SRR8615257	PRJNA523380	SAMN10988117	SRX5414496	9606	Homo sapiens	Illumina HiSeq 2500	RNASeq-NCIH2023_LUNG	RNA-Seq	TRANSCRIPTOMIC	2019-03-28	Illumina HiSeq 2500 sequencing: RNAseq of NCIH2023_LUNG	ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/007/SRR8615257/SRR8615257_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/007/SRR8615257/SRR8615257_2.fastq.gz		NCIH2023_LUNG	NCIH2023_LUNG	
SRR8615260	PRJNA523380	SAMN10988259	SRX5414493	9606	Homo sapiens	Illumina HiSeq 2500	RNASeq-NCIH1975_LUNG	RNA-Seq	TRANSCRIPTOMIC	2019-03-28	Illumina HiSeq 2500 sequencing: RNAseq of NCIH1975_LUNG	ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/000/SRR8615260/SRR8615260_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/000/SRR8615260/SRR8615260_2.fastq.gz		NCIH1975_LUNG	NCIH1975_LUNG	
SRR8615262	PRJNA523380	SAMN10989554	SRX5414491	9606	Homo sapiens	Illumina HiSeq 2500	RNASeq-OCIM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	RNA-Seq	TRANSCRIPTOMIC	2019-03-28	Illumina HiSeq 2500 sequencing: RNAseq of OCIM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/002/SRR8615262/SRR8615262_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/002/SRR8615262/SRR8615262_2.fastq.gz		OCIM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	OCIM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	
SRR8615264	PRJNA523380	SAMN10988576	SRX5414489	9606	Homo sapiens	Illumina HiSeq 2500	RNASeq-CAL51_BREAST	RNA-Seq	TRANSCRIPTOMIC	2019-03-28	Illumina HiSeq 2500 sequencing: RNAseq of CAL51_BREAST	ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/004/SRR8615264/SRR8615264_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/004/SRR8615264/SRR8615264_2.fastq.gz		CAL51_BREAST	CAL51_BREAST	
SRR8615266	PRJNA523380	SAMN10988514	SRX5414487	9606	Homo sapiens	Illumina HiSeq 2500	RNASeq-CAL29_URINARY_TRACT	RNA-Seq	TRANSCRIPTOMIC	2019-03-28	Illumina HiSeq 2500 sequencing: RNAseq of CAL29_URINARY_TRACT	ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/006/SRR8615266/SRR8615266_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/006/SRR8615266/SRR8615266_2.fastq.gz		CAL29_URINARY_TRACT	CAL29_URINARY_TRACT	
SRR8615267	PRJNA523380	SAMN10987905	SRX5414486	9606	Homo sapiens	Illumina HiSeq 2500	RNASeq-CAL27_UPPER_AERODIGESTIVE_TRACT	RNA-Seq	TRANSCRIPTOMIC	2019-03-28	Illumina HiSeq 2500 sequencing: RNAseq of CAL27_UPPER_AERODIGESTIVE_TRACT	ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/007/SRR8615267/SRR8615267_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/007/SRR8615267/SRR8615267_2.fastq.gz		CAL27_UPPER_AERODIGESTIVE_TRACT	CAL27_UPPER_AERODIGESTIVE_TRACT	
SRR8615270	PRJNA523380	SAMN10989564	SRX5414483	9606	Homo sapiens	Illumina HiSeq 2500	RNASeq-CAL120_BREAST	RNA-Seq	TRANSCRIPTOMIC	2019-03-28	Illumina HiSeq 2500 sequencing: RNAseq of CAL120_BREAST	ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/000/SRR8615270/SRR8615270_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/000/SRR8615270/SRR8615270_2.fastq.gz		CAL120_BREAST	CAL120_BREAST	
SRR8615271	PRJNA523380	SAMN10988361	SRX5414482	9606	Homo sapiens	Illumina HiSeq 2500	RNASeq-CAKI2_KIDNEY	RNA-Seq	TRANSCRIPTOMIC	2019-03-28	Illumina HiSeq 2500 sequencing: RNAseq of CAKI2_KIDNEY	ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/001/SRR8615271/SRR8615271_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/001/SRR8615271/SRR8615271_2.fastq.gz		CAKI2_KIDNEY	CAKI2_KIDNEY	
SRR8615272	PRJNA523380	SAMN10987640	SRX5414481	9606	Homo sapiens	Illumina HiSeq 2500	RNASeq-CAKI1_KIDNEY	RNA-Seq	TRANSCRIPTOMIC	2019-03-28	Illumina HiSeq 2500 sequencing: RNAseq of CAKI1_KIDNEY	ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/002/SRR8615272/SRR8615272_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/002/SRR8615272/SRR8615272_2.fastq.gz		CAKI1_KIDNEY	CAKI1_KIDNEY	
SRR8615277	PRJNA523380	SAMN10987841	SRX5414476	9606	Homo sapiens	Illumina HiSeq 2500	RNASeq-HEC108_ENDOMETRIUM	RNA-Seq	TRANSCRIPTOMIC	2019-03-28	Illumina HiSeq 2500 sequencing: RNAseq of HEC108_ENDOMETRIUM	ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/007/SRR8615277/SRR8615277_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/007/SRR8615277/SRR8615277_2.fastq.gz		HEC108_ENDOMETRIUM	HEC108_ENDOMETRIUM	
SRR8615281	PRJNA523380	SAMN10987770	SRX5414472	9606	Homo sapiens	Illumina HiSeq 2500	RNASeq-HCT15_LARGE_INTESTINE	RNA-Seq	TRANSCRIPTOMIC	2019-03-28	Illumina HiSeq 2500 sequencing: RNAseq of HCT15_LARGE_INTESTINE	ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/001/SRR8615281/SRR8615281_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/001/SRR8615281/SRR8615281_2.fastq.gz		HCT15_LARGE_INTESTINE	HCT15_LARGE_INTESTINE	
SRR8615285	PRJNA523380	SAMN10989569	SRX5414468	9606	Homo sapiens	Illumina HiSeq 2500	RNASeq-EJM_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	RNA-Seq	TRANSCRIPTOMIC	2019-03-28	Illumina HiSeq 2500 sequencing: RNAseq of EJM_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/005/SRR8615285/SRR8615285_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/005/SRR8615285/SRR8615285_2.fastq.gz		EJM_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	EJM_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	
SRR8615286	PRJNA523380	SAMN10989588	SRX5414467	9606	Homo sapiens	Illumina HiSeq 2500	RNASeq-EKVX_LUNG	RNA-Seq	TRANSCRIPTOMIC	2019-03-28	Illumina HiSeq 2500 sequencing: RNAseq of EKVX_LUNG	ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/006/SRR8615286/SRR8615286_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/006/SRR8615286/SRR8615286_2.fastq.gz		EKVX_LUNG	EKVX_LUNG	
SRR8615287	PRJNA523380	SAMN10988215	SRX5414466	9606	Homo sapiens	Illumina HiSeq 2500	RNASeq-EFO27_OVARY	RNA-Seq	TRANSCRIPTOMIC	2019-03-28	Illumina HiSeq 2500 sequencing: RNAseq of EFO27_OVARY	ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/007/SRR8615287/SRR8615287_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/007/SRR8615287/SRR8615287_2.fastq.gz		EFO27_OVARY	EFO27_OVARY	
SRR8615294	PRJNA523380	SAMN10988280	SRX5414459	9606	Homo sapiens	Illumina HiSeq 2500	RNASeq-EN_ENDOMETRIUM	RNA-Seq	TRANSCRIPTOMIC	2019-03-28	Illumina HiSeq 2500 sequencing: RNAseq of EN_ENDOMETRIUM	ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/004/SRR8615294/SRR8615294_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/004/SRR8615294/SRR8615294_2.fastq.gz		EN_ENDOMETRIUM	EN_ENDOMETRIUM	
SRR8615299	PRJNA523380	SAMN10988009	SRX5414454	9606	Homo sapiens	Illumina HiSeq 2500	RNASeq-PECAPJ34CLONEC12_UPPER_AERODIGESTIVE_TRACT	RNA-Seq	TRANSCRIPTOMIC	2019-03-28	Illumina HiSeq 2500 sequencing: RNAseq of PECAPJ34CLONEC12_UPPER_AERODIGESTIVE_TRACT	ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/009/SRR8615299/SRR8615299_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/009/SRR8615299/SRR8615299_2.fastq.gz		PECAPJ34CLONEC12_UPPER_AERODIGESTIVE_TRACT	PECAPJ34CLONEC12_UPPER_AERODIGESTIVE_TRACT	
SRR8615301	PRJNA523380	SAMN10989619	SRX5414452	9606	Homo sapiens	Illumina HiSeq 2500	RNASeq-PC9_LUNG	RNA-Seq	TRANSCRIPTOMIC	2019-03-28	Illumina HiSeq 2500 sequencing: RNAseq of PC9_LUNG	ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/001/SRR8615301/SRR8615301_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/001/SRR8615301/SRR8615301_2.fastq.gz		PC9_LUNG	PC9_LUNG	
SRR8615303	PRJNA523380	SAMN10988497	SRX5414450	9606	Homo sapiens	Illumina HiSeq 2500	RNASeq-PF382_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	RNA-Seq	TRANSCRIPTOMIC	2019-03-28	Illumina HiSeq 2500 sequencing: RNAseq of PF382_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/003/SRR8615303/SRR8615303_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/003/SRR8615303/SRR8615303_2.fastq.gz		PF382_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	PF382_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	
SRR8615304	PRJNA523380	SAMN10988124	SRX5414449	9606	Homo sapiens	Illumina HiSeq 2500	RNASeq-PEER_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	RNA-Seq	TRANSCRIPTOMIC	2019-03-28	Illumina HiSeq 2500 sequencing: RNAseq of PEER_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/004/SRR8615304/SRR8615304_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/004/SRR8615304/SRR8615304_2.fastq.gz		PEER_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	PEER_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	
SRR8615305	PRJNA523380	SAMN10988008	SRX5414448	9606	Homo sapiens	Illumina HiSeq 2500	RNASeq-PECAPJ49_UPPER_AERODIGESTIVE_TRACT	RNA-Seq	TRANSCRIPTOMIC	2019-03-28	Illumina HiSeq 2500 sequencing: RNAseq of PECAPJ49_UPPER_AERODIGESTIVE_TRACT	ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/005/SRR8615305/SRR8615305_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/005/SRR8615305/SRR8615305_2.fastq.gz		PECAPJ49_UPPER_AERODIGESTIVE_TRACT	PECAPJ49_UPPER_AERODIGESTIVE_TRACT	
SRR8615308	PRJNA523380	SAMN10988083	SRX5414445	9606	Homo sapiens	Illumina HiSeq 2500	RNASeq-SNU245_BILIARY_TRACT	RNA-Seq	TRANSCRIPTOMIC	2019-03-28	Illumina HiSeq 2500 sequencing: RNAseq of SNU245_BILIARY_TRACT	ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/008/SRR8615308/SRR8615308_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/008/SRR8615308/SRR8615308_2.fastq.gz		SNU245_BILIARY_TRACT	SNU245_BILIARY_TRACT	
SRR8615310	PRJNA523380	SAMN10987942	SRX5414443	9606	Homo sapiens	Illumina HiSeq 2500	RNASeq-SNU398_LIVER	RNA-Seq	TRANSCRIPTOMIC	2019-03-28	Illumina HiSeq 2500 sequencing: RNAseq of SNU398_LIVER	ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/000/SRR8615310/SRR8615310_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/000/SRR8615310/SRR8615310_2.fastq.gz		SNU398_LIVER	SNU398_LIVER	
SRR8615321	PRJNA523380	SAMN10987685	SRX5414432	9606	Homo sapiens	Illumina HiSeq 2500	RNASeq-HS742T_FIBROBLAST	RNA-Seq	TRANSCRIPTOMIC	2019-03-28	Illumina HiSeq 2500 sequencing: RNAseq of HS742T_FIBROBLAST	ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/001/SRR8615321/SRR8615321_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/001/SRR8615321/SRR8615321_2.fastq.gz		HS742T_FIBROBLAST	HS742T_FIBROBLAST	
SRR8615328	PRJNA523380	SAMN10988148	SRX5414425	9606	Homo sapiens	Illumina HiSeq 2500	RNASeq-HS840T_FIBROBLAST	RNA-Seq	TRANSCRIPTOMIC	2019-03-28	Illumina HiSeq 2500 sequencing: RNAseq of HS840T_FIBROBLAST	ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/008/SRR8615328/SRR8615328_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/008/SRR8615328/SRR8615328_2.fastq.gz		HS840T_FIBROBLAST	HS840T_FIBROBLAST	
SRR8615331	PRJNA523380	SAMN10987995	SRX5414422	9606	Homo sapiens	Illumina HiSeq 2500	RNASeq-NCIH1092_LUNG	RNA-Seq	TRANSCRIPTOMIC	2019-03-28	Illumina HiSeq 2500 sequencing: RNAseq of NCIH1092_LUNG	ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/001/SRR8615331/SRR8615331_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/001/SRR8615331/SRR8615331_2.fastq.gz		NCIH1092_LUNG	NCIH1092_LUNG	
SRR8615337	PRJNA523380	SAMN10988479	SRX5414416	9606	Homo sapiens	Illumina HiSeq 2500	RNASeq-UACC893_BREAST	RNA-Seq	TRANSCRIPTOMIC	2019-03-28	Illumina HiSeq 2500 sequencing: RNAseq of UACC893_BREAST	ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/007/SRR8615337/SRR8615337_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/007/SRR8615337/SRR8615337_2.fastq.gz		UACC893_BREAST	UACC893_BREAST	
